,loss,recall,acc,val_loss,val_recall,val_acc
0,4.085536003112793,0.0028692574705928564,0.10756527632474899,3.120342493057251,0.03800050914287567,0.23986227810382843
1,2.815032720565796,0.08027544617652893,0.30681926012039185,2.284576416015625,0.16118337213993073,0.450012743473053
2,2.2117018699645996,0.2038448005914688,0.4619823396205902,1.8176549673080444,0.3284876346588135,0.6094108819961548
3,1.8900645971298218,0.31265342235565186,0.5555201172828674,1.5725212097167969,0.4290997087955475,0.6683244109153748
4,1.6845520734786987,0.39573436975479126,0.6195045709609985,1.4263544082641602,0.49936240911483765,0.6996939778327942
5,1.547075629234314,0.46399080753326416,0.6593554019927979,1.340785026550293,0.5358327031135559,0.7295332551002502
6,1.47511625289917,0.49619024991989136,0.6809067130088806,1.2421032190322876,0.5919408202171326,0.756949782371521
7,1.3822170495986938,0.5392928719520569,0.7099180817604065,1.2344549894332886,0.6262432932853699,0.7716143727302551
8,1.3240816593170166,0.5700258016586304,0.7279306054115295,1.1298171281814575,0.6587605476379395,0.7931650280952454
9,1.2717825174331665,0.5994835495948792,0.7448592185974121,1.0796228647232056,0.6824789643287659,0.8167559504508972
10,1.2190176248550415,0.6237447261810303,0.7595881223678589,1.0204006433486938,0.7203519344329834,0.8282325863838196
11,1.1786657571792603,0.6467306613922119,0.7725954055786133,0.9909622669219971,0.7379494905471802,0.8444274663925171
12,1.1403714418411255,0.666145920753479,0.7848694324493408,0.9633514881134033,0.7587350010871887,0.8423871397972107
13,1.1121525764465332,0.6821500062942505,0.7893327474594116,0.937653660774231,0.7722519636154175,0.8522060513496399
14,1.0729159116744995,0.6987917423248291,0.8027544617652893,0.9249330163002014,0.7797755599021912,0.8501657843589783
15,1.0559266805648804,0.7052634954452515,0.8037427663803101,0.9202250242233276,0.7689365148544312,0.8393266797065735
16,1.0653547048568726,0.7042433023452759,0.8033283352851868,0.8793390989303589,0.7991583943367004,0.8706962466239929
17,1.0168226957321167,0.7273886799812317,0.8160487413406372,0.8523674607276917,0.8089773058891296,0.8736291527748108
18,0.9927623271942139,0.7360920906066895,0.8207670450210571,0.8347647190093994,0.822621762752533,0.8810252547264099
19,0.9786255359649658,0.7463257312774658,0.827334463596344,0.8217644691467285,0.8236419558525085,0.8811527490615845
20,0.9648826718330383,0.7495138049125671,0.8302356004714966,0.821278989315033,0.822621762752533,0.8764345645904541
21,0.9450569748878479,0.760034441947937,0.8353683948516846,0.7903947234153748,0.8338434100151062,0.8886763453483582
22,0.9390471577644348,0.763094961643219,0.8373768329620361,0.7894596457481384,0.8376689553260803,0.8886763453483582
23,0.9106218218803406,0.7739981412887573,0.846016526222229,0.8047558069229126,0.8305279016494751,0.8802601099014282
24,0.9231544733047485,0.7699174284934998,0.8413300514221191,0.760055422782898,0.8508033752441406,0.8968375325202942
25,0.8950690031051636,0.7834985852241516,0.8475467562675476,0.7576661109924316,0.8488906025886536,0.8945422172546387
26,0.8850245475769043,0.7844550013542175,0.8502885103225708,0.756208598613739,0.8441724181175232,0.8903340697288513
27,0.8835702538490295,0.785730242729187,0.850256621837616,0.7591069340705872,0.8499107360839844,0.8876562118530273
28,0.8743957877159119,0.7888226509094238,0.8537635207176208,0.7341886162757874,0.8593471050262451,0.8990053534507751
29,0.8445137739181519,0.8023719191551208,0.8606497049331665,0.7752850651741028,0.8529711961746216,0.8835756182670593
30,0.8661781549453735,0.796505868434906,0.8566327691078186,0.7087215781211853,0.866360604763031,0.9016832709312439
31,0.8427655100822449,0.8002040386199951,0.8547518253326416,0.7118781805038452,0.8686559796333313,0.903596043586731
32,0.8360404372215271,0.8066757917404175,0.8633914589881897,0.7141152620315552,0.868018388748169,0.90142822265625
33,0.8251286149024963,0.8082698583602905,0.8631682991981506,0.7078552842140198,0.8648303747177124,0.9058913588523865
34,0.8102477192878723,0.8147097229957581,0.8671534061431885,0.6911842226982117,0.8773272037506104,0.9090793132781982
35,0.8024063110351562,0.8179296851158142,0.8695763349533081,0.6836390495300293,0.8741392493247986,0.9102270007133484
36,0.7974410653114319,0.8207670450210571,0.8725411891937256,0.6938836574554443,0.8777097463607788,0.9108645915985107
37,0.7880025506019592,0.8244014382362366,0.8735613822937012,0.6834787726402283,0.8821729421615601,0.9085692167282104
38,0.7845680713653564,0.8241782784461975,0.8733701109886169,0.6775487661361694,0.8787299394607544,0.9088242650032043
39,0.7811703085899353,0.8251346945762634,0.8723499178886414,0.6694688200950623,0.8791124820709229,0.9097169041633606
40,0.7879169583320618,0.8232537508010864,0.8716485500335693,0.6769559383392334,0.8775822520256042,0.914435088634491
41,0.7614041566848755,0.8324034810066223,0.8787579536437988,0.6557329893112183,0.8888038992881775,0.9146901369094849
42,0.7583564519882202,0.8350176811218262,0.8799694180488586,0.6650841236114502,0.8801326155662537,0.9099719524383545
43,0.7709493041038513,0.8297892808914185,0.8770045042037964,0.6520218253135681,0.8916093111038208,0.9177505970001221
44,0.7565944194793701,0.8344438672065735,0.8780565857887268,0.6371849775314331,0.8974751234054565,0.9241265058517456
45,0.7460646033287048,0.8399592041969299,0.8834762573242188,0.6543405652046204,0.8893139362335205,0.9135424494743347
46,0.7447033524513245,0.840660572052002,0.8818503618240356,0.6301083564758301,0.8969650864601135,0.9239989519119263
47,0.7407006025314331,0.8398316502571106,0.8822647929191589,0.6465538144111633,0.889186441898346,0.9159653186798096
48,0.7343587875366211,0.843242883682251,0.8865049481391907,0.6468120217323303,0.8884212970733643,0.9139249920845032
49,0.7469055652618408,0.8393215537071228,0.8830618262290955,0.6371090412139893,0.893777072429657,0.9171130061149597
